lncRNA,protein,label
n344699,O00425,1
n381568,Q49AS9,1
n368267,Q15717,1
n341245,P35637,1
n338989,Q13148,1
n346094,Q9NZI8,1
n344872,P31483,1
n382632,Q07955,1
n342844,O00425,1
n345387,Q13148,1
n379107,Q86X94,1
n407465,Q9HCE1,1
n379293,P31483,1
n409636,Q15717,1
n365315,Q49AS9,1
n344500,O00425,1
n376314,P35637,1
n344530,Q49AS9,1
n381885,Q9NZI8,1
n406246,P35637,1
n387397,P26599,1
n335591,Q07955,1
n346167,Q9UKV8,1
n385202,Q15717,1
n338150,Q9UL18,1
n338150,Q9UKV8,1
n338150,Q9H9G7,1
n338150,Q9HCK5,1
n343087,Q9UL18,1
n343087,Q9H9G7,1
n343087,Q9HCK5,1
n384227,Q9NZI8,1
n342030,Q9NZI8,1
n374660,P31483,1
n387393,Q07955,1
n344971,Q9Y6M1,1
n344659,Q9UL18,1
n344659,Q9UKV8,1
n344659,Q9H9G7,1
n344659,Q9HCK5,1
n337757,Q07955,1
n386977,O00425,1
n408119,Q9NZI8,1
n335584,Q9Y6M1,1
n370117,Q07955,1
n338513,P35637,1
n338128,Q15717,1
n405566,Q9Y6M1,1
n387397,Q9NZI8,1
n378107,Q13148,1
n376985,P35637,1
n344646,Q9UKV8,1
n339310,Q9Y6M1,1
n345975,Q07955,1
n309,Q9NV31,1
n406198,Q07955,1
n387116,O00425,1
n367646,P26599,1
n371907,Q15717,1
n339622,Q15717,1
n385849,Q07955,1
n386682,O00425,1
n341535,Q9Y6M1,1
n342812,Q07955,1
n340068,O00425,1
n340754,Q15717,1
n341044,Q9HCE1,1
n342957,Q15717,1
n4864,Q13148,1
n381409,Q9Y6M1,1
n203786,Q13148,1
n337756,Q9Y6M1,1
n339129,Q15717,1
n384755,Q9NZI8,1
n386395,Q07955,1
n345417,P35637,1
n340075,Q15717,1
n338146,O00425,1
n342055,Q15717,1
n339063,Q13148,1
n382330,O43251,1
n410152,Q9NZI8,1
n323827,Q15717,1
n332579,P31483,1
n384227,Q01844,1
n345179,Q13148,1
n375577,Q15717,1
n410143,Q01844,1
n338102,P35637,1
n337939,Q49AS9,1
n342724,Q86X94,1
n340509,Q15717,1
n370574,Q15717,1
n382094,Q13148,1
n366714,B7ZL34,1
n406202,Q07955,1
n337970,Q15717,1
n376433,Q07955,1
n5543,Q9BUL9,1
n340523,Q15717,1
n337809,Q9UL18,1
n337809,Q9UKV8,1
n337809,Q9H9G7,1
n337809,Q9HCK5,1
n379630,P35637,1
n339671,P35637,1
n346416,Q9UL18,1
n346416,Q9UKV8,1
n346416,Q9H9G7,1
n346416,Q9HCK5,1
n385787,Q9NZI8,1
n344687,Q9NZI8,1
n405795,Q9Y6M1,1
n381981,Q13148,1
n344457,Q9Y6M1,1
n342576,Q07955,1
n381805,Q9UKV8,1
n344454,P31483,1
n368044,O00425,1
n377809,Q07955,1
n384738,Q9Y6M1,1
n5543,Q99575,1
n410143,O00425,1
n338304,Q13148,1
n338991,Q9UKV8,1
n342353,P35637,1
n387142,Q15717,1
n385405,P26599,1
n406488,O00425,1
n342669,Q9NZI8,1
n342203,Q9NZI8,1
n382184,Q49AS9,1
n340475,O00425,1
n338931,Q9NZI8,1
n341556,P35637,1
n407433,Q07955,1
n384580,Q49AS9,1
n325160,Q13148,1
n339486,O00425,1
n409083,P35637,1
n342929,P26599,1
n407602,P35637,1
n339556,P26599,1
n405504,Q9Y6M1,1
n339888,Q13148,1
n410203,Q13148,1
n409674,P35637,1
n411511,Q15717,1
n377717,Q9UKV8,1
n363933,Q13148,1
n344678,Q15717,1
n340862,Q07955,1
n342437,Q07955,1
n378619,Q13148,1
n384227,Q9UL18,1
n384227,Q9UKV8,1
n384227,Q9H9G7,1
n384227,Q9HCK5,1
n339627,Q9Y6M1,1
n3894,Q01844,1
n338724,O00425,1
n336975,Q49AS9,1
n344798,Q13148,1
n339988,O00425,1
n344457,O00425,1
n344530,O00425,1
n382220,Q15717,1
n3891,Q13148,1
n377656,P35637,1
n408353,Q86X94,1
n383862,Q86X94,1
n410523,Q9NZI8,1
n367096,Q13148,1
n383565,P35637,1
n339984,Q9Y6M1,1
n378094,P31483,1
n1834,Q49AS9,1
n345912,O00425,1
n378567,Q9Y6M1,1
n375625,Q15717,1
n369512,Q07955,1
n374801,Q13148,1
n411064,Q15717,1
n375477,Q15717,1
n340586,Q9NZI8,1
n337757,Q9Y6M1,1
n339833,Q49AS9,1
n5387,Q96DI7,1
n406246,Q15717,1
n344589,Q86X94,1
n342610,P35637,1
n335656,P31483,1
n344960,P35637,1
n379562,Q49AS9,1
n343085,Q96DU9,1
n199030,P26599,1
n384393,Q9Y6M1,1
n345943,Q07955,1
n341836,Q13148,1
n340011,Q9UKV8,1
n381409,Q49AS9,1
n335584,Q07955,1
n345746,Q15717,1
n379774,P35637,1
n345915,Q07955,1
n341328,O00425,1
n378567,Q9NZI8,1
n386735,Q9HCE1,1
n346525,P31483,1
n342359,Q9HCE1,1
n383794,O00425,1
n325598,Q01844,1
n384755,Q9Y6M1,1
n407466,Q9Y6M1,1
n383233,Q9NZI8,1
n343067,Q15717,1
n386362,P35637,1
n1835,Q49AS9,1
n346348,Q07955,1
n342724,Q01844,1
n343016,P35637,1
n345668,P26599,1
n328253,P05455,1
n342409,P26599,1
n335713,Q15717,1
n333490,Q8NDV7,1
n333490,Q9UPQ9,1
n333490,Q9HCJ0,1
n387024,Q07955,1
n342203,P35637,1
n340626,Q15717,1
n383184,P35637,1
n385813,Q9NZI8,1
n344462,Q86X94,1
n345101,Q07955,1
n385150,Q15717,1
n325441,Q13148,1
n344960,Q01844,1
n334052,Q15717,1
n407550,Q9NZI8,1
n410143,Q86X94,1
n375477,Q9NZI8,1
n341234,Q15717,1
n340144,Q13148,1
n406225,Q86X94,1
n385218,Q07955,1
n372786,Q15717,1
n342985,P05455,1
n344538,P35637,1
n341082,O00425,1
n345912,Q9NZI8,1
n344574,Q9NZI8,1
n366756,P26599,1
n380333,Q15717,1
n384690,Q07955,1
n345636,Q13148,1
n339760,Q86X94,1
n378803,Q15717,1
n340794,Q9Y6M1,1
n383057,Q13148,1
n385951,O00425,1
n344791,Q01844,1
n340820,P31483,1
n344800,Q15717,1
n339226,P26599,1
n375477,Q9Y6M1,1
n387024,Q13148,1
n340258,Q15717,1
n338877,Q15717,1
n386215,P26599,1
n382094,Q01844,1
n342118,Q9NZI8,1
n379581,Q9NZI8,1
n405455,Q15717,1
n335544,Q07955,1
n377456,Q07955,1
n343070,O00425,1
n365550,Q15717,1
n338788,B7ZL34,1
n410149,Q9UL18,1
n410149,Q9UKV8,1
n410149,Q9H9G7,1
n410149,Q9HCK5,1
n380031,Q15717,1
n381720,P31483,1
n385511,O00425,1
n344772,P26599,1
n377217,Q15717,1
n409282,Q49AS9,1
n379489,O00425,1
n381782,Q07955,1
n343064,P26599,1
n385783,Q15717,1
n384026,P26599,1
n370542,Q13148,1
n341096,Q15717,1
n407887,Q9Y6M1,1
n337902,P35637,1
n385150,Q07955,1
n345881,Q01844,1
n384738,Q96PU8,1
n344860,Q9HCE1,1
n344659,P31483,1
n382094,P26599,1
n341443,O00425,1
n342994,Q9UKV8,1
n337830,P31483,1
n338142,O00425,1
n410799,B7ZL34,1
n377254,P35637,1
n344646,Q15717,1
n338810,Q9NZI8,1
n328264,Q13148,1
n385219,Q07955,1
n346397,Q07955,1
n379657,Q13148,1
n379166,O00425,1
n343071,P04150,1
n378866,Q9NZI8,1
n373555,Q15717,1
n339925,Q15717,1
n384996,Q01844,1
n378699,Q15717,1
n341637,Q15717,1
n341646,Q15717,1
n340905,Q15717,1
n339668,Q9HCE1,1
n346101,Q96PU8,1
n384686,Q9Y6M1,1
n344793,P26599,1
n345385,Q9HCE1,1
n343048,O00425,1
n342875,Q9UL18,1
n342875,Q9UKV8,1
n342875,Q9H9G7,1
n342875,Q9HCK5,1
n381557,Q15717,1
n340689,Q13148,1
n409172,Q15717,1
n343005,Q9UKV8,1
n409256,Q07955,1
n382037,Q15717,1
n338288,Q9NZI8,1
n341742,Q01844,1
n342812,Q15717,1
n385730,Q15717,1
n341819,Q9NZI8,1
n338931,P31483,1
n382131,P26599,1
n343016,Q9NZI8,1
n387722,Q8NDV7,1
n387722,Q9UPQ9,1
n387722,Q9HCJ0,1
n381011,Q9HCE1,1
n338584,Q15717,1
n340549,B7ZL34,1
n345674,Q07955,1
n410063,Q9NZI8,1
n346537,Q9NZI8,1
n341245,O00425,1
n407311,Q01844,1
n4541,Q49AS9,1
n342157,Q01844,1
n328253,Q9Y333,1
n344646,Q49AS9,1
n382989,Q07955,1
n377897,Q9NZI8,1
n406370,Q15717,1
n386641,Q15717,1
n406883,P26599,1
n339518,O00425,1
n5387,Q9BUQ8,1
n344454,O43251,1
n339518,Q9HCE1,1
n344541,Q13148,1
n376425,Q15717,1
n339597,Q49AS9,1
n309,Q96G21,1
n364378,Q13148,1
n342730,Q9HCE1,1
n346465,Q01844,1
n386193,O00425,1
n346200,Q07955,1
n377986,Q9UKV8,1
n345385,Q9UL18,1
n345385,Q9UKV8,1
n345385,Q9H9G7,1
n345385,Q9HCK5,1
n387063,Q15717,1
n378782,Q15717,1
n337756,O00425,1
n338835,P31483,1
n385425,Q9NZI8,1
n344916,Q15717,1
n338146,P35637,1
n377678,Q07955,1
n377818,O00425,1
n407685,P26599,1
n340549,P35637,1
n384227,Q86X94,1
n364760,Q15717,1
n385273,Q9NZI8,1
n384393,Q9NZI8,1
n382231,Q9NZI8,1
n372769,Q49AS9,1
n385468,P31483,1
n344800,B7ZL34,1
n338521,Q49AS9,1
n344598,Q13148,1
n342662,Q15717,1
n337823,Q01844,1
n385130,Q9UL18,1
n385130,Q9UKV8,1
n385130,Q9H9G7,1
n385130,Q9HCK5,1
n326143,Q13148,1
n339901,Q9NZI8,1
n342353,Q01844,1
n384422,Q07955,1
n344748,P31483,1
n342994,Q9Y6M1,1
n338577,Q9UL18,1
n338577,Q9UKV8,1
n338577,Q9H9G7,1
n338577,Q9HCK5,1
n384996,Q9UL18,1
n384996,Q9UKV8,1
n384996,Q9H9G7,1
n384996,Q9HCK5,1
n338208,Q9NZI8,1
n345117,Q15717,1
n381430,Q15717,1
n325618,Q9NZI8,1
n344547,Q15717,1
n340522,P35637,1
n337840,P35637,1
n381159,O00425,1
n385145,Q15717,1
n385240,O00425,1
n341314,Q9Y6M1,1
n325244,P35637,1
n410799,Q15717,1
n367152,P35637,1
n377799,P35637,1
n341158,Q15717,1
n383003,Q13148,1
n344810,Q07955,1
n345559,Q15717,1
n345186,Q13148,1
n382231,P26599,1
n345077,Q15717,1
n382553,P35637,1
n336296,Q8NDV7,1
n336296,Q9UPQ9,1
n336296,Q9HCJ0,1
n343053,P49711,1
n383693,Q9Y6M1,1
n342729,Q9HCE1,1
n387313,Q9NZI8,1
n411142,Q9NZI8,1
n381222,Q07955,1
n325598,Q9Y6M1,1
n341570,Q15717,1
n380806,P26599,1
n341334,Q13148,1
n342689,Q13148,1
n345310,Q13148,1
n5313,P19338,1
n385434,Q15717,1
n345161,Q13148,1
n377659,Q07955,1
n346426,Q15717,1
n342202,Q9NZI8,1
n378503,O00425,1
n364336,Q07955,1
n368164,Q15717,1
n333428,Q86X94,1
n381184,Q9NZI8,1
n386480,O00425,1
n379149,Q13148,1
n342423,Q15717,1
n382918,Q8NDV7,1
n382918,Q9UPQ9,1
n382918,Q9HCJ0,1
n377576,Q07955,1
n383077,P35637,1
n341566,Q15717,1
n405569,Q15717,1
n339511,Q01844,1
n382511,Q01844,1
n345170,P35637,1
n341314,Q86X94,1
n384936,P35637,1
n378726,Q07955,1
n342219,Q86X94,1
n344534,Q9NZI8,1
n379466,Q9Y6M1,1
n371524,Q49AS9,1
n407465,Q49AS9,1
n346404,Q15717,1
n363690,O00425,1
n341065,Q49AS9,1
n405951,Q15717,1
n341492,Q9NZI8,1
n365492,O00425,1
n339741,P35637,1
n345221,Q49AS9,1
n363484,Q9Y6M1,1
n341296,Q49AS9,1
n341757,Q13148,1
n339993,Q9NZI8,1
n379340,O00425,1
n384770,Q49AS9,1
n338114,Q15717,1
n377932,Q8NDV7,1
n377932,Q9UPQ9,1
n377932,Q9HCJ0,1
n405416,Q9UKV8,1
n381585,Q49AS9,1
n339886,Q9Y6M1,1
n379442,O00425,1
n341017,Q13148,1
n338087,P35637,1
n338835,O00425,1
n345270,Q15717,1
n340509,Q9UL18,1
n340509,Q9UKV8,1
n340509,Q9H9G7,1
n340509,Q9HCK5,1
n345701,P35637,1
n411681,P35637,1
n341314,Q49AS9,1
n408123,Q07955,1
n345636,Q15717,1
n410487,Q15717,1
n342856,O00425,1
n378914,Q15717,1
n344963,Q15717,1
n341836,O00425,1
n5214,P05455,1
n367663,Q15717,1
n387106,O00425,1
n339596,B7ZL34,1
n342729,O00425,1
n340576,Q8NDV7,1
n340576,Q9UPQ9,1
n340576,Q9HCJ0,1
n340689,B7ZL34,1
n340748,Q07955,1
n338750,P31483,1
n338471,Q15717,1
n346398,P35637,1
n339341,B7ZL34,1
n367775,P35637,1
n340980,Q9UL18,1
n340980,Q9UKV8,1
n340980,Q9H9G7,1
n340980,Q9HCK5,1
n375473,P26599,1
n366554,P31483,1
n406847,P35637,1
n378509,Q9UL18,1
n378509,Q9UKV8,1
n378509,Q9H9G7,1
n378509,Q9HCK5,1
n385786,Q49AS9,1
n344986,Q15717,1
n5313,P61978,1
n339451,P35637,1
n340604,O00425,1
n409672,Q15717,1
n344793,P35637,1
n410143,Q13148,1
n345395,Q15717,1
n383605,P26599,1
n407534,O00425,1
n339262,Q9NZI8,1
n340783,Q07955,1
n382918,P35637,1
n383749,P26599,1
n410523,Q49AS9,1
n342583,Q13148,1
n382502,B7ZL34,1
n343060,Q13148,1
n343006,O00425,1
n342758,O00425,1
n339112,Q49AS9,1
n333534,B7ZL34,1
n379098,Q13148,1
n386977,Q9UKV8,1
n365664,Q86X94,1
n340529,Q49AS9,1
n323838,Q15717,1
n341314,Q9HCE1,1
n342101,Q13148,1
n366331,Q15717,1
n344589,Q07955,1
n381720,Q13148,1
n363314,Q15717,1
n409540,Q49AS9,1
n344778,Q13148,1
n340755,Q15717,1
n407569,Q9NZI8,1
n384686,Q9HCE1,1
n379622,Q15717,1
n375935,Q07955,1
n344503,Q9UL18,1
n344503,Q9UKV8,1
n344503,Q9H9G7,1
n344503,Q9HCK5,1
n381409,Q9HCE1,1
n340788,Q15717,1
n342730,O00425,1
n379691,P35637,1
n383234,Q86X94,1
n377236,Q49AS9,1
n384430,O00425,1
n384228,Q01844,1
n343060,Q8WXF1,1
n424067,Q8WXF1,1
n344736,Q15717,1
n341245,Q9Y6M1,1
n346033,Q15717,1
n343070,Q8NDV7,1
n343070,Q9UPQ9,1
n343070,Q9HCJ0,1
n338856,O00425,1
n345670,Q9HCE1,1
n386682,Q8NDV7,1
n386682,Q9UPQ9,1
n386682,Q9HCJ0,1
n344741,Q15717,1
n384625,B7ZL34,1
n345861,Q07955,1
n345012,P26599,1
n378366,O00425,1
n341459,Q9NZI8,1
n337691,P26599,1
n344934,P26599,1
n382989,P31483,1
n378390,Q07955,1
n368786,Q9NZI8,1
n377669,Q9Y6M1,1
n384213,Q9NZI8,1
n386230,Q07955,1
n339579,B7ZL34,1
n376434,Q49AS9,1
n338964,Q9Y6M1,1
n385370,Q49AS9,1
n340009,P35637,1
n410149,Q9Y6M1,1
n342975,Q13148,1
n338788,Q9UL18,1
n338788,Q9UKV8,1
n338788,Q9H9G7,1
n338788,Q9HCK5,1
n378567,Q13148,1
n382918,Q01844,1
n383077,Q9NZI8,1
n344818,O00425,1
n344551,Q13148,1
n383327,Q13148,1
n324559,Q13148,1
n337863,Q9NZI8,1
n345885,Q07955,1
n381057,Q9HCE1,1
n342818,Q49AS9,1
n385192,O00425,1
n377986,Q9Y6M1,1
n337914,O00425,1
n337823,Q9HCE1,1
n341975,Q15717,1
n405566,P35637,1
n367417,Q01844,1
n372578,Q49AS9,1
n381189,Q07955,1
n405504,Q15717,1
n340761,Q96PU8,1
n407372,Q07955,1
n342056,Q9HCE1,1
n385685,Q49AS9,1
n341542,Q13148,1
n383794,P35637,1
n337904,Q15717,1
n345641,Q9NZI8,1
n346200,Q9NZI8,1
n346078,Q07955,1
n407854,Q07955,1
n343030,Q13148,1
n408051,Q49AS9,1
n340002,P35637,1
n409673,Q49AS9,1
n385511,Q9NZI8,1
n346101,Q15717,1
n378572,O00425,1
n338394,Q07955,1
n342441,Q15717,1
n342328,Q8NDV7,1
n342328,Q9UPQ9,1
n342328,Q9HCJ0,1
n377799,Q15717,1
n386448,B7ZL34,1
n341011,Q13148,1
n385632,Q15717,1
n342985,Q01844,1
n379772,Q49AS9,1
n338640,Q15717,1
n344875,P31483,1
n342875,Q9Y6M1,1
n340049,Q9UKV8,1
n407887,Q9UL18,1
n407887,Q9UKV8,1
n407887,Q9H9G7,1
n407887,Q9HCK5,1
n345385,Q01844,1
n342730,B7ZL34,1
n342555,P31483,1
n405484,Q49AS9,1
n383186,Q15717,1
n344687,Q49AS9,1
n342998,Q7Z3B3,1
n341486,Q01844,1
n384936,Q9Y6M1,1
n342203,Q15717,1
n410547,Q8NDV7,1
n410547,Q9UPQ9,1
n410547,Q9HCJ0,1
n380158,Q9Y6M1,1
n385685,Q15717,1
n386100,O43251,1
n341330,Q86X94,1
n385240,Q9Y6M1,1
n379466,P35637,1
n384484,Q15717,1
n379841,O00425,1
n386194,O00425,1
n410806,Q13148,1
n344453,Q13148,1
n383550,Q15717,1
n384212,Q9UKV8,1
n346272,Q07955,1
n387140,Q07955,1
n345904,Q13148,1
n338084,Q9NZI8,1
n386655,Q07955,1
n344775,Q9NZI8,1
n406992,Q9UKV8,1
n376215,O00425,1
n363356,Q15717,1
n345912,Q9HCE1,1
n338879,Q8NDV7,1
n338879,Q9UPQ9,1
n338879,Q9HCJ0,1
n345437,P35637,1
n384320,Q9Y6M1,1
n335713,Q86X94,1
n379107,Q13148,1
n410188,Q9NZI8,1
n335584,P26599,1
n339289,Q15717,1
n371225,P26599,1
n337988,Q9Y6M1,1
n385951,P31483,1
n337977,P26599,1
n338114,Q9Y6M1,1
n342631,Q07955,1
n344995,Q9Y6M1,1
n344478,O43251,1
n384484,Q96PU8,1
n405614,Q07955,1
n368394,Q13148,1
n380177,Q49AS9,1
n338204,Q9NZI8,1
n325017,Q15717,1
n337706,Q15717,1
n339833,Q13148,1
n385727,Q9NZI8,1
n341034,Q13148,1
n342555,Q15717,1
n342555,Q49AS9,1
n339305,Q9NZI8,1
n381585,Q13148,1
n381071,Q13148,1
n367651,Q15717,1
n344943,P35637,1
n338922,Q15717,1
n338325,O00425,1
n338218,Q15717,1
n334052,O00425,1
n405438,Q9Y6M1,1
n341049,Q86X94,1
n341245,Q9NZI8,1
n345091,Q01844,1
n378313,Q07955,1
n339305,O00425,1
n408353,Q01844,1
n385102,O00425,1
n339646,Q13148,1
n407311,Q15717,1
n334052,Q96PU8,1
n338367,Q9NZI8,1
n409143,Q15717,1
n378866,Q86X94,1
n410462,Q15717,1
n340108,Q86X94,1
n375063,P26599,1
n338897,Q9UKV8,1
n340474,Q15717,1
n409180,Q9Y6M1,1
n340537,Q9NZI8,1
n385725,Q9NZI8,1
n346523,Q9NZI8,1
n339511,Q13148,1
n345221,Q15717,1
n384496,Q9Y6M1,1
n346101,Q9NZI8,1
n323992,Q9UL18,1
n323992,Q9UKV8,1
n323992,Q9H9G7,1
n323992,Q9HCK5,1
n339003,Q9HCE1,1
n342785,O00425,1
n381270,Q07955,1
n343050,Q15717,1
n377665,Q49AS9,1
n371524,Q86X94,1
n381022,Q8NDV7,1
n381022,Q9UPQ9,1
n381022,Q9HCJ0,1
n4864,Q49AS9,1
n384996,Q9HCE1,1
n5087,P83369,1
n346373,P35637,1
n344652,Q15717,1
n344488,Q49AS9,1
n376203,O00425,1
n344658,Q9UKV8,1
n346033,Q86X94,1
n346494,Q07955,1
n380184,Q15717,1
n338156,Q15717,1
n338724,Q15717,1
n342056,Q9Y6M1,1
n385204,Q07955,1
n332578,Q49AS9,1
n344552,P26599,1
n384393,O00425,1
n338411,Q15717,1
n405566,O00425,1
n385468,P26599,1
n341238,O00425,1
n385792,Q07955,1
n405576,Q15717,1
n385274,Q9UKV8,1
n342315,O00425,1
n338810,B7ZL34,1
n338297,Q15717,1
n370923,Q13148,1
n410167,Q07955,1
n368397,Q13148,1
n380399,Q9UL18,1
n380399,Q9H9G7,1
n380399,Q9HCK5,1
n5543,O95707,1
n338197,O00425,1
n378317,Q13148,1
n372674,Q49AS9,1
n341205,P26599,1
n363484,Q15717,1
n385849,Q15717,1
n385631,Q15717,1
n385256,Q15717,1
n338758,Q49AS9,1
n338605,Q9Y6M1,1
n372403,Q13148,1
n340425,Q15717,1
n405979,Q07955,1
n384121,Q9NZI8,1
n344662,Q9Y6M1,1
n384858,Q07955,1
n387674,Q07955,1
n383314,P26599,1
n345395,Q49AS9,1
n338297,Q9Y6M1,1
n338207,P35637,1
n345222,Q9Y6M1,1
n345781,Q49AS9,1
n384112,Q07955,1
n406127,Q07955,1
n344778,Q9UL18,1
n344778,Q9H9G7,1
n344778,Q9HCK5,1
n339255,O00425,1
n365920,Q49AS9,1
n340290,Q9UL18,1
n340290,Q9UKV8,1
n340290,Q9H9G7,1
n340290,Q9HCK5,1
n382060,P35637,1
n342030,Q01844,1
n343011,Q49AS9,1
n345852,O00425,1
n337699,Q15717,1
n341835,Q86X94,1
n337986,P31483,1
n339158,Q01844,1
n382009,Q07955,1
n375477,Q9UKV8,1
n378352,O00425,1
n382511,Q13148,1
n344628,O00425,1
n386512,O00425,1
n341017,Q86X94,1
n346392,P31483,1
n342662,P26599,1
n379717,Q15717,1
n341298,P26599,1
n344687,O00425,1
n386362,Q15717,1
n381623,Q01844,1
n405477,Q9NZI8,1
n384422,Q15717,1
n341446,P26599,1
n345232,P35637,1
n371552,Q01844,1
n365451,Q15717,1
n1315,Q9NY12,1
n345156,P26599,1
n405558,Q07955,1
n377834,Q9UL18,1
n377834,Q9UKV8,1
n377834,Q9H9G7,1
n377834,Q9HCK5,1
n376473,Q15717,1
n342440,Q15717,1
n341752,O00425,1
n381912,Q01844,1
n382495,Q07955,1
n382687,O00425,1
n409183,Q9NZI8,1
n375968,P35637,1
n387722,Q9Y6M1,1
n376189,Q9UKV8,1
n383693,P31483,1
n340689,P35637,1
n371938,P35637,1
n340472,Q15717,1
n364685,Q07955,1
n366290,P31483,1
n345686,Q15717,1
n345799,Q07955,1
n407992,Q15717,1
n337873,Q13148,1
n377717,Q07955,1
n378107,P26599,1
n382220,Q49AS9,1
n385187,P35637,1
n338591,P35637,1
n409152,Q49AS9,1
n341490,Q49AS9,1
n405504,O00425,1
n373788,Q15717,1
n345694,O00425,1
n405755,Q01844,1
n342437,Q01844,1
n409190,Q07955,1
n337873,O00425,1
n343053,P37231,1
n380543,Q13148,1
n342204,Q07955,1
n379167,Q9UL18,1
n379167,Q9UKV8,1
n379167,Q9H9G7,1
n379167,Q9HCK5,1
n341517,Q13148,1
n369995,Q15717,1
n345437,Q9NZI8,1
n387060,P35637,1
n340240,Q9Y6M1,1
n345506,P35637,1
n346188,Q13148,1
n346101,Q13148,1
n387476,Q15717,1
n410523,Q9HCE1,1
n346066,P26599,1
n385185,Q9Y6M1,1
n385229,Q49AS9,1
n338707,Q13148,1
n344687,Q9UKV8,1
n339216,Q15717,1
n336934,P31483,1
n342961,Q15717,1
n341345,Q9NZI8,1
n409625,Q9UL18,1
n409625,Q9UKV8,1
n409625,Q9H9G7,1
n409625,Q9HCK5,1
n344457,Q9NZI8,1
n408342,Q15717,1
n345612,Q13148,1
n335656,Q49AS9,1
n341453,O00425,1
n405484,P26599,1
n343070,Q9UL18,1
n343070,Q9UKV8,1
n343070,Q9H9G7,1
n343070,Q9HCK5,1
n382511,Q9UL18,1
n382511,Q9UKV8,1
n382511,Q9H9G7,1
n382511,Q9HCK5,1
n385145,Q9UKV8,1
n345175,Q9UKV8,1
n337950,O00425,1
n379167,Q9Y6M1,1
n340094,Q15717,1
n717,P05455,1
n718,P05455,1
n407337,Q13148,1
n406964,Q07955,1
n342846,Q01844,1
n341997,Q9UL18,1
n341997,Q9UKV8,1
n341997,Q9H9G7,1
n341997,Q9HCK5,1
n381381,Q07955,1
n342030,O00425,1
n383639,Q13148,1
n365664,Q9HCE1,1
n325625,Q13148,1
n383057,Q15717,1
n346205,Q07955,1
n339702,Q9Y6M1,1
n339464,Q96PU8,1
n386353,Q07955,1
n340903,Q9Y6M1,1
n325598,Q9UL18,1
n325598,Q9UKV8,1
n325598,Q9H9G7,1
n325598,Q9HCK5,1
n382231,Q9Y6M1,1
n342150,Q15717,1
n409683,Q9Y6M1,1
n339052,Q15717,1
n340115,Q01844,1
n338509,Q15717,1
n364269,Q15717,1
n424045,Q96PU8,1
n382276,Q15717,1
n375318,Q13148,1
n384936,Q86X94,1
n406409,Q9UL18,1
n406409,Q9UKV8,1
n406409,Q9H9G7,1
n406409,Q9HCK5,1
n341345,Q15717,1
n346126,Q9Y6M1,1
n386770,Q15717,1
n338832,P26599,1
n381912,P35637,1
n341608,P26599,1
n5214,P10155,1
n339673,P31483,1
n379622,Q49AS9,1
n379466,O00425,1
n382328,Q49AS9,1
n337902,Q86X94,1
n345417,Q13148,1
n342315,Q9Y6M1,1
n338577,Q15717,1
n344741,O00425,1
n340191,Q13148,1
n408055,Q96PU8,1
n338089,Q49AS9,1
n338811,P26599,1
n375243,Q07955,1
n345807,Q9Y6M1,1
n384624,Q07955,1
n345249,Q13148,1
n410152,Q49AS9,1
n5313,P10155,1
n407669,Q15717,1
n339526,Q13148,1
n341158,Q13148,1
n387722,Q01844,1
n339003,B7ZL34,1
n370618,Q01844,1
n339055,Q15717,1
n339558,Q49AS9,1
n342433,P26599,1
n345457,Q9Y6M1,1
n344758,P35637,1
n346398,Q9Y6M1,1
n344687,Q01844,1
n383234,P35637,1
n386577,Q07955,1
n382037,P31483,1
n382989,Q86X94,1
n342056,O00425,1
n408277,Q15717,1
n344652,Q49AS9,1
n387010,Q07955,1
n345839,Q13148,1
n345527,Q15717,1
n385688,Q49AS9,1
n385139,Q9NZI8,1
n344778,P31483,1
n387060,O00425,1
n381878,Q9Y6M1,1
n407050,Q07955,1
n346533,O00425,1
n407761,Q15717,1
n367182,Q15717,1
n338028,Q15717,1
n407887,O00425,1
n5312,P19338,1
n378567,Q49AS9,1
n380900,Q13148,1
n345139,Q9NZI8,1
n346398,P31483,1
n381557,Q07955,1
n344871,Q07955,1
n385467,Q13148,1
n335179,P26599,1
n339370,Q9Y6M1,1
n343016,Q9UL18,1
n343016,Q9H9G7,1
n343016,Q9HCK5,1
n343048,Q8NDV7,1
n343048,Q9UPQ9,1
n343048,Q9HCJ0,1
n384290,Q9NZI8,1
n386118,Q07955,1
n382131,Q9NZI8,1
n309,A0PJ92,1
n341358,O00425,1
n376189,Q9NZI8,1
n346349,Q9NZI8,1
n337756,Q13148,1
n338540,O00425,1
n407550,Q15717,1
n384353,O00425,1
n340535,O00425,1
n377788,Q49AS9,1
n382487,P26599,1
n339828,O00425,1
n345437,O00425,1
n376314,Q15717,1
n338167,Q07955,1
n338905,O00425,1
n337950,Q9HCE1,1
n345653,P31483,1
n339119,Q9Y6M1,1
n410042,Q07955,1
n344798,Q9UKV8,1
n384209,Q9NZI8,1
n384209,Q15717,1
n368164,Q9NZI8,1
n346510,O00425,1
n337863,Q15717,1
n342203,P26599,1
n340475,Q15717,1
n380064,Q9HCE1,1
n5315,Q01130,1
n410143,P35637,1
n386770,O00425,1
n343017,Q9UKV8,1
n384770,B7ZL34,1
n381885,Q9Y6M1,1
n338266,Q15717,1
n340754,Q9Y6M1,1
